,Date,ES,CL
4085,9/10/2018,2879.75,67.53
4086,9/11/2018,2890,69.91
4087,9/12/2018,2887,70.3
4088,9/13/2018,2905,68.81
4089,9/14/2018,2906,68.98
4090,9/17/2018,2890.5,68.76
4091,9/18/2018,2907.75,69.75
4092,9/19/2018,2911.5,71.44
4093,9/20/2018,2935.25,70.77
4094,9/21/2018,2943,70.71
4095,9/24/2018,2926.5,72.27
4096,9/25/2018,2922.25,72.08
4097,9/26/2018,2912,72.04
4098,9/27/2018,2922,72.19
4099,9/28/2018,2921.75,73.55
4100,10/1/2018,2929.25,75.47
4101,10/2/2018,2930,75.04
4102,10/3/2018,2926.5,76.22
4103,10/4/2018,2910.5,74.63
4104,10/5/2018,2895,74.29
4105,10/8/2018,2892.5,74.22
4106,10/9/2018,2887.5,74.67
4107,10/10/2018,2772.75,72.63
4108,10/11/2018,2748,70.99
4109,10/12/2018,2770.75,71.51
4110,10/15/2018,2747,71.72
4111,10/16/2018,2816.5,72.17
4112,10/17/2018,2816.25,70.05
4113,10/18/2018,2775.25,68.65
4114,10/19/2018,2767.5,69.37
4115,10/22/2018,2756.75,69.25
4116,10/23/2018,2746,66.09
4117,10/24/2018,2674.75,66.39
4118,10/25/2018,2681.5,66.97
4119,10/26/2018,2662.25,67.62
4120,10/29/2018,2639.5,66.69
4121,10/30/2018,2689.75,66.35
4122,10/31/2018,2706,64.86
4123,11/1/2018,2734,63.54
4124,11/2/2018,2722.5,62.86
4125,11/5/2018,2740,62.69
4126,11/6/2018,2758,61.77
4127,11/7/2018,2816.5,61.59
4128,11/8/2018,2805.5,60.77
4129,11/9/2018,2778.75,59.87
4130,11/12/2018,2730.5,58.86
